time,assetCode,assetName,universe,volume,close,open,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevMktres1,returnsOpenPrevMktres1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres10,returnsOpenPrevMktres10,returnsOpenNextMktres10
2007-02-02 22:00:00,A.N,Agilent Technologies Inc,1,2441787.0,32.13370407946406,32.12793467039682,-1.7500831481508528,0.29541045481782685,-0.9334858504906607,-1.4691060926220378,-0.6050704914527767,4.341264691692968,-2.246483116989626,-4.675601445720962,-3.6113562226978666
2007-02-02 22:00:00,AA.N,Agilent Technologies Inc,1,2354387.0,31.659422876184923,32.2940069259421,0.9328864370618551,1.9833536308553283,-1.6714327890725718,0.08474915130809353,0.8253535862607112,-0.7436309720508135,0.26593886433993774,-5.812134783521529,-0.27940405469767077
2007-02-02 22:00:00,AAAP.O,Agilent Technologies Inc,0,2128280.0,32.19235054184358,32.347656530710154,1.990080539447343,-0.018704239395221086,-1.1069961433207252,1.227131927310641,1.9202100876434283,-3.7937326060360705,2.844598014525177,-0.9180067120792124,3.5635479122795157
2007-02-02 22:00:00,AABA.O,Agilent Technologies Inc,1,2268084.0,31.79364689620403,31.827889999561823,-0.47747359675039863,1.2604390116013429,-0.7784523098603282,1.999813714753602,5.44105377132901,4.38624510169857,-4.138237822709576,-0.4834606759837339,0.5730383399544612
2007-02-02 22:00:00,AAL.O,Agilent Technologies Inc,0,2436113.0,31.641763822456014,32.05379804000981,-0.6473729989304152,0.9837242179580884,1.1433460628545065,-1.557078237793898,0.47547733897521804,-0.037038494754974886,-2.974520657627328,-1.639981917895501,-0.2659448995468054
2007-02-02 22:00:00,AAN.N,Agilent Technologies Inc,1,2865575.0,32.164186001683824,31.637740310942867,0.9922683727289482,-1.2926821766650922,-0.5729527641273197,-0.4076388540720097,-1.1642378868474677,-1.1926400764610423,-0.4520081123125366,0.11733164618741773,-2.0915482390288003
2007-02-02 22:00:00,AAOI.O,Agilent Technologies Inc,0,2103842.0,32.74767937267874,32.24527604359801,-0.7964580135952889,1.010080305104655,-0.545511277606272,0.9882472423899507,0.25039077548670924,-0.6669458362766274,-3.138318412860613,2.1992440159992066,-2.352323212873861
2007-02-02 22:00:00,AAP.N,Agilent Technologies Inc,1,3288636.0,32.4552925293889,31.70692630085309,0.02384420205010927,-1.1002324499307317,0.8029223682535068,-1.8863584120476413,-3.051646552860062,-1.3897967576343755,-5.7689602297084095,-3.669724845610029,-0.15383570528731844
2007-02-02 22:00:00,AAPL.O,Agilent Technologies Inc,0,2815954.0,31.809180574918237,32.39275811963957,0.15688335255860808,-0.42881983935374723,0.35310889920556304,-0.36338967028319147,-0.247054519686834,-2.687266826528645,-0.18515230962551585,-1.8327456919669658,1.4461463222876045
2007-02-02 22:00:00,AAT.N,Agilent Technologies Inc,1,2946618.0,31.86621354473648,32.309155973538054,0.883789771182996,0.13597168017555863,1.4008641631929182,0.20046325271447749,1.9295760851445978,4.896852084335808,0.10535825908849916,-4.5719589537241925,1.0465368806040003
2007-02-02 22:00:00,AAWW.O,Agilent Technologies Inc,1,2705275.0,31.894954689164813,31.752833548051907,0.967228548338543,0.15656430697071552,-2.2196041957825563,0.8924867763941332,0.03634331700946902,4.274033387413381,2.7551235729865486,2.160212301054646,-0.9594097513105225
2007-02-02 22:00:00,AAXN.O,Agilent Technologies Inc,0,2633428.0,31.96920702438339,31.946596306277417,0.0037263754997088274,0.12779824101646187,-0.3851737013681886,1.0709700234314432,-3.7993375941381635,-0.6462906948966425,-1.7647996379747657,-0.869398362806014,5.682437560137679
2007-02-02 22:00:00,AB.N,Agilent Technologies Inc,1,2450359.0,32.59210787957132,32.378361274297305,-0.7071242511162115,-0.02532719019457127,-0.06494091127654238,-0.6185465650551186,0.1506673674015881,2.3837400255391428,3.7060737172809497,4.668470922472092,0.2963991875420995
2007-02-02 22:00:00,ABAX.O,Agilent Technologies Inc,1,2778433.0,31.78278337025227,32.220032778697785,-0.8942250252483336,-0.6533258045173743,-0.6767329360402087,0.0040923104612793195,2.5887302683242353,-2.1312130327854253,1.365953521363853,-2.6298943573801923,-3.46308680240864
2007-02-02 22:00:00,ABB.N,Agilent Technologies Inc,1,2729999.0,32.4886312676032,32.373239702774086,0.17831480477428718,0.25915251929838007,-0.23610835104879888,1.151238328492501,-2.592037758479736,-2.8321315937677953,-1.0387772614048514,-5.903404001568801,-1.2298554241551476
2007-02-02 22:00:00,ABBV.N,Agilent Technologies Inc,1,2962125.0,32.480026186394966,32.39311291100867,0.14688539832636857,0.305190797614208,0.4914265402926729,1.2019943733026146,1.4776148865624197,1.8691029322580917,1.1760742420742116,-0.6766599102727152,-3.1843957345820493
2007-02-02 22:00:00,ABC.N,Agilent Technologies Inc,1,2450735.0,32.03109959003314,31.85497556857735,0.524865040255209,0.2722784395103004,1.1247760044646538,-1.5324875886399139,2.6119741644056464,-6.044107731619804,-3.0855162396099405,-0.628010661736971,-1.08093744735811
